city_code,total_credit,total_debit,regular_charges,penalty_charges,total_amount_payed_online,total_td_accounts_amount,total_loan_accounts_amount,total_td_account_count,total_loan_account_count,customer_goodness,age,customer_name
6,20545,49835,307,63,49185,13167,49121,3,2,48,56,Happy Panda 931
10,13207,1025,14,66,24637,25108,2356,2,2,34,21,Quiet Jaguar 641
10,95520,20272,59,1,11862,20602,6804,2,2,56,30,Fancy Koala 580
3,4535,7444,208,20,7932,11547,12449,3,2,29,50,Brave Koala 719
7,3990,46880,193,48,44435,19349,44456,3,1,38,30,Merry Panda 486
8,45385,48339,303,130,49354,13438,48413,3,2,58,56,Silly Jaguar 55
2,58985,16979,277,188,14137,10053,46006,1,1,61,56,Optimistic Artist 258
9,18484,31089,384,143,17633,24138,2066,1,2,23,50,Proud Wolf 709
5,72743,7204,494,159,1269,1144,27470,4,2,60,50,Witty Owl 182
10,93981,44195,39,47,49524,23175,15657,1,2,63,21,Optimistic Panda 712
1,50350,21785,326,27,21904,4077,28168,2,2,54,40,Energetic Artist 304
4,13054,26251,321,77,25334,5049,5424,4,1,31,21,Delightful Tiger 211
9,84505,7652,416,24,12020,13165,47366,4,1,73,50,Merry Quokka 200
6,94348,42937,47,31,42074,7129,48532,3,1,77,21,Merry Xerus 951
10,83449,27428,348,64,5583,7904,19811,4,2,54,30,Silly Falcon 640
9,56904,37000,491,164,18372,21187,2812,1,1,36,56,Witty Owl 506
10,84135,21918,147,156,17597,15867,1385,3,2,52,56,Noble Zebra 150
1,38311,27020,164,72,20178,26243,3024,2,1,32,21,Noble Koala 944
9,50468,4803,418,146,19199,16287,39260,1,1,61,40,Rational Zebra 276
4,9049,28064,352,168,30273,9764,33743,2,2,40,50,Xenial Yak 858
6,33091,19216,129,141,11918,8064,29383,1,1,44,56,Delightful Monkey 132
8,91649,45168,270,56,25544,27069,6031,2,2,48,21,Noble Falcon 714
3,85492,31215,26,160,12181,25351,3800,2,1,46,50,Zealous Horse 281
7,59821,14066,221,105,31567,11032,9089,3,2,55,56,Inventive Yak 840
3,90631,7865,135,121,21876,17512,17106,2,1,67,21,Noble Dragon 698
10,43266,34538,461,14,34212,6739,6204,3,2,42,50,Lively Rabbit 204
9,93823,38256,26,95,26927,18463,25327,2,2,61,40,Quiet Tiger 973
4,94641,15243,423,134,9425,7719,33186,2,2,69,21,Witty Zebra 130
1,57427,34194,481,166,3439,10531,21872,2,2,41,21,Proud Bear 843
7,5970,49426,293,125,7011,28139,42167,4,2,21,21,Kind Falcon 99
5,88582,23666,84,116,14772,25036,39958,2,2,64,56,Rational Panda 970
6,91227,11866,118,145,23922,1181,21241,3,2,71,40,Delightful Lion 889
8,94362,15520,176,117,38471,5969,3567,3,1,69,40,Unique Narwhal 911
9,47730,3175,148,85,22300,17494,6495,2,2,49,21,Merry Jaguar 617
10,29838,44328,470,68,7776,13979,29985,4,2,31,21,Eager Zebra 238
4,9664,17258,452,24,416,5317,17681,4,2,28,40,Vibrant Horse 821
7,88054,39355,288,152,15962,5910,38082,4,1,62,50,Xenial Narwhal 754
9,72579,40287,360,105,18522,24781,1116,1,2,39,21,Rational Giraffe 419
7,80379,41620,38,183,8512,10520,41448,1,1,56,40,Eager Lion 11
5,77138,13022,300,156,49917,2228,31999,2,2,79,56,Proud Eagle 656
5,81919,2118,27,173,42766,14819,1328,3,1,68,40,Kind Monkey 791
5,11988,45468,75,9,15207,7631,26412,2,2,27,50,Merry Horse 270
4,34490,18249,166,25,23070,5664,24521,1,1,48,21,Zealous Bear 658
5,81603,40325,18,92,23390,8992,2624,3,2,48,40,Zealous Unicorn 977
5,73693,49777,246,28,928,27633,39587,2,2,43,30,Witty Horse 73
8,76909,4839,36,133,27382,16989,44927,4,2,75,21,Happy Tiger 250
4,76201,40116,154,30,34029,22647,3631,2,1,48,21,Noble Quokka 114
10,7625,22365,417,30,262,10702,1148,3,1,18,30,Happy Monkey 86
3,82781,6096,120,77,23221,4099,4094,2,1,63,21,Gentle Squirrel 362
8,9505,37328,204,72,42955,2138,6443,1,2,33,56,Brave Dragon 352
7,82418,43501,282,104,22575,1975,29451,1,1,59,56,Lively Lion 422
5,32392,2253,314,71,37916,24516,43287,4,2,61,50,Youthful Giraffe 257
3,22000,44351,467,38,31285,25042,24401,3,2,32,50,Noble Monkey 85
9,20395,20602,231,168,47629,6703,26584,1,2,51,40,Witty Narwhal 356
9,8645,16750,496,13,957,18614,10983,1,2,23,40,Lively Tiger 106
7,50328,1579,94,114,6399,23245,39328,1,1,55,56,Silly Artist 228
9,78676,12308,242,79,34911,3460,27800,2,1,73,21,Jolly Zebra 249
9,65394,27556,216,165,12406,20661,32049,2,1,51,30,Silly Iguana 188
3,99212,1614,184,141,49163,6138,19347,4,1,86,56,Brave Squirrel 810
9,77332,27274,308,3,7710,25595,49502,1,2,60,50,Witty Xerus 840
3,73101,19924,212,60,24756,2980,5122,2,1,56,50,Jolly Xerus 729
5,41721,9074,209,88,24861,6842,46161,4,1,62,50,Brave Xerus 161
3,12960,15977,471,169,36090,3030,15612,4,2,43,30,Lively Jaguar 411
10,38596,34117,473,32,30001,8839,12555,4,2,41,50,Thoughtful Eagle 890
3,86105,6957,39,23,33979,13618,13636,4,2,70,50,Optimistic Dragon 855
10,34249,2648,118,85,29624,18657,44156,2,1,60,40,Unique Tiger 511
9,13129,24780,363,86,26258,19880,24702,4,1,36,21,Delightful Wolf 981
2,53604,20824,137,140,3344,27723,16603,4,1,39,21,Delightful Tiger 233
10,61137,14251,269,112,34564,15865,32428,2,1,64,30,Rational Iguana 918
7,12713,32895,144,17,20634,12392,14818,4,1,28,50,Zealous Eagle 383
1,76865,6719,198,58,16536,19904,41132,1,1,69,40,Energetic Iguana 956
10,51282,3291,193,114,377,2996,2257,1,1,44,21,Vibrant Koala 651
1,59127,44265,259,43,14896,23728,34757,1,1,44,30,Witty Squirrel 157
10,4802,5898,164,43,32673,24174,14674,1,1,37,40,Jolly Wolf 465
1,22363,6482,298,150,33817,4902,19979,1,1,50,50,Thoughtful Zebra 631
3,44606,2789,340,148,2010,13444,47872,2,2,57,30,Energetic Squirrel 27
4,11305,47878,297,166,8608,7709,41001,3,2,29,40,Rational Eagle 684
10,73258,27301,490,51,41537,27841,34834,1,1,65,21,Zealous Panda 777
4,22461,16521,115,143,8719,19297,14795,2,2,32,56,Thoughtful Panda 287
4,36767,13314,186,125,35800,8024,26825,1,1,56,21,Delightful Dragon 80
10,4306,32770,179,27,28277,28926,5601,2,2,21,56,Youthful Owl 848
1,26057,27055,416,123,14579,21126,29898,2,2,37,30,Unique Horse 228
5,85056,17477,143,143,49473,24922,31016,3,1,75,40,Optimistic Zebra 469
3,53818,6182,174,106,27279,2886,46922,2,1,70,40,Unique Wolf 692
4,73481,8642,362,184,42607,17629,38458,3,1,76,40,Noble Monkey 292
10,21551,24813,102,10,33693,26936,23383,2,2,39,50,Lively Owl 790
9,20422,32516,200,72,4172,19994,1581,2,2,19,21,Optimistic Owl 429
10,58799,46475,434,31,19339,28984,48647,3,2,49,56,Unique Artist 299
7,20008,21747,297,52,16047,3140,13247,3,2,35,50,Eager Dragon 195
5,20575,3042,328,91,24012,15928,22582,3,2,46,30,Energetic Jaguar 706
8,10823,9465,126,194,12827,2249,22629,2,2,39,30,Calm Wolf 865
4,76196,18571,13,116,11110,4335,3278,4,1,51,50,Xenial Lion 559
5,9730,12245,21,122,10258,22591,46077,2,1,40,56,Rational Iguana 9
7,89009,15147,142,167,30611,3441,6077,3,1,66,30,Optimistic Wolf 447
9,87185,25618,479,200,43654,3780,13526,2,2,69,21,Happy Wolf 225
3,16965,40282,220,98,5635,27985,40302,1,1,28,30,Unique Falcon 151
1,96772,555,159,25,9525,15807,21604,4,2,69,56,Merry Dragon 439
2,34752,32339,129,111,28959,11826,44683,4,2,51,21,Lively Lion 870
7,89011,25220,496,10,31966,5807,33742,3,2,72,50,Vibrant Artist 368
10,8155,6109,119,131,11814,8808,19943,3,1,36,56,Quiet Cheetah 243
3,15233,12263,78,13,8541,13701,2356,3,1,28,21,Rational Xerus 406
3,44698,35252,266,73,18369,10873,19163,3,1,41,21,Fancy Iguana 904
9,5720,44776,167,2,12571,18975,16046,4,2,17,21,Thoughtful Rabbit 322
1,27682,45144,328,8,16192,2817,24751,3,2,34,56,Youthful Monkey 208
6,60285,18146,143,35,23756,19059,29906,4,2,57,40,Merry Quokka 65
3,14031,30112,374,189,15291,15901,1322,4,1,22,30,Silly Vulture 540
3,13322,20438,298,71,47913,20499,31816,4,1,48,40,Zealous Vulture 312
8,40717,21857,356,117,18102,13676,11862,4,2,41,30,Youthful Xerus 426
8,11209,9215,384,83,13190,7380,6872,1,1,32,56,Energetic Iguana 861
6,65631,27598,97,53,43460,9210,23671,3,2,62,30,Calm Owl 316
8,79252,13307,190,32,31326,976,37110,3,1,75,56,Zealous Panda 350
10,47910,36157,108,151,1775,18289,45379,3,2,43,21,Inventive Yak 568
3,7465,48545,323,142,9117,13201,8407,2,1,14,50,Vibrant Jaguar 33
5,61618,14415,470,36,23177,18949,13157,1,1,52,40,Witty Falcon 297
2,24744,26627,89,24,37360,27689,22102,4,1,41,40,Brave Squirrel 803
7,38623,36003,198,53,48415,14546,17240,3,2,48,56,Quiet Squirrel 470
2,20085,36235,262,121,15858,29926,49431,1,2,37,30,Optimistic Koala 6
7,64407,32835,331,60,22740,11177,11272,2,1,47,30,Calm Owl 172
10,82074,13608,91,25,23745,16159,32587,4,2,68,50,Eager Zebra 553
8,85996,28020,279,173,14367,6960,38330,4,2,65,21,Eager Dragon 731
8,77409,35876,89,171,14544,17983,5809,1,2,44,30,Lively Artist 847
8,55114,25229,139,186,16675,22796,37405,2,2,52,30,Unique Artist 484
10,56027,45435,180,81,36544,6015,37280,3,2,55,21,Thoughtful Bear 862
10,21097,37613,324,79,38211,4621,39625,4,1,47,50,Energetic Xerus 217
5,2504,46579,147,163,42572,9370,30726,2,2,34,30,Energetic Vulture 865
9,56366,28516,374,154,33584,29321,28348,4,1,52,56,Zealous Monkey 672
4,70068,4186,494,174,21983,1557,35569,4,2,71,21,Fancy Iguana 350
4,40206,44369,154,28,205,10223,6436,3,1,24,30,Happy Dragon 336
6,64650,43303,176,146,41718,15096,47036,1,1,63,50,Brave Rabbit 206
6,33175,10753,215,76,20978,25373,37319,3,2,50,40,Xenial Zebra 578
7,35938,11786,440,103,26796,21671,39904,4,2,54,56,Zealous Narwhal 902
7,38548,27888,144,8,21785,15010,45522,2,1,51,56,Energetic Giraffe 311
10,84790,3076,221,114,42090,10943,37860,4,1,83,56,Jolly Horse 536
7,21152,6369,81,134,41579,22977,12025,4,2,46,56,Gentle Narwhal 185
9,96820,17525,189,10,16127,10325,2264,4,2,59,40,Energetic Horse 124
6,26767,26612,406,167,47323,12113,34597,4,2,53,40,Proud Giraffe 977
3,49577,47404,288,72,48961,27549,5421,3,1,40,40,Quiet Tiger 381
10,26413,30148,272,131,17141,29101,8965,2,2,27,40,Eager Yak 288
1,48266,4903,423,3,12286,5736,18683,3,1,52,50,Rational Iguana 635
10,40527,30000,56,45,41877,8222,5270,4,1,45,30,Energetic Yak 789
9,38103,30251,366,138,34615,4680,27146,3,1,50,40,Vibrant Falcon 742
5,30652,44987,28,45,41276,4398,15331,1,2,40,40,Unique Jaguar 235
2,3175,13232,448,86,19147,4906,28661,3,2,38,50,Gentle Iguana 224
3,80950,26711,111,87,14627,7094,1725,2,1,50,21,Noble Falcon 148
3,45649,15128,302,185,26089,9416,37961,3,1,59,50,Fancy Falcon 875
7,26716,9318,65,39,37104,6466,1010,1,1,45,21,Kind Cheetah 187
1,19635,36215,279,177,13010,5582,12548,2,2,28,56,Youthful Jaguar 982
7,16633,36913,106,156,26772,21019,6481,3,2,25,50,Delightful Jaguar 243
10,94954,41479,405,125,26445,27079,14514,4,1,55,56,Merry Cheetah 812
10,60073,11998,161,166,32742,22603,16417,2,2,57,21,Unique Monkey 895
4,26980,26251,150,134,10363,19960,44911,4,1,42,50,Lively Eagle 14
10,26864,22803,196,161,27078,25249,2668,1,1,32,21,Delightful Iguana 153
3,99354,42786,119,135,7269,26505,39259,3,2,58,21,Xenial Xerus 84
7,64824,30783,302,155,13638,1841,9427,4,2,46,56,Jolly Vulture 935
7,17162,17530,439,85,8194,875,37697,3,2,42,21,Delightful Quokka 264
10,79887,47277,370,169,47462,7945,37243,2,1,67,30,Zealous Vulture 246
9,44254,27006,394,66,44980,5914,11832,1,2,52,40,Witty Owl 133
6,67222,41733,331,179,27175,1310,46445,2,1,62,50,Fancy Cheetah 359
8,59190,7575,158,165,5129,15310,40019,4,2,58,56,Xenial Unicorn 400
5,15123,17505,478,87,28484,18117,7715,2,2,34,40,Silly Xerus 958
8,13202,36835,247,87,3772,13574,2561,3,1,16,56,Youthful Zebra 13
8,75776,28408,397,79,44784,4704,3791,2,1,60,30,Jolly Squirrel 127
2,24726,48649,116,186,11801,19005,19355,3,2,24,40,Unique Falcon 82
9,71567,4031,225,73,29688,6053,16035,1,2,66,50,Xenial Wolf 620
10,3283,1006,265,2,5064,25256,12501,2,2,27,21,Merry Giraffe 922
5,97612,47800,277,139,3617,22786,12354,4,1,45,21,Thoughtful Panda 238
9,50549,16458,468,59,29737,6351,23295,1,2,57,40,Proud Lion 995
2,43442,4882,378,110,39000,19462,39690,3,2,65,56,Eager Yak 851
2,79703,6376,366,70,29718,23741,13574,2,1,64,50,Rational Tiger 754
6,41605,42890,305,159,35502,10036,47113,2,2,53,21,Quiet Lion 718
8,69029,22362,93,108,43863,18217,18130,1,1,62,40,Kind Lion 423
3,3381,15259,70,181,29923,14256,28652,4,2,40,40,Youthful Dragon 885
3,91848,17855,106,28,11364,27040,42888,2,2,67,30,Kind Lion 609
7,55267,42725,191,128,22565,21326,11131,3,2,38,50,Delightful Jaguar 385
9,73134,22056,468,173,22256,4484,26725,4,2,62,50,Eager Rabbit 850
3,94233,22992,413,114,32121,6755,33503,3,1,75,56,Witty Vulture 487
5,42611,2150,63,62,3127,6367,3997,4,2,42,56,Delightful Artist 665
6,11327,14544,426,34,17578,8535,43904,4,2,45,40,Jolly Cheetah 115
2,4340,14807,211,118,30523,2526,19691,3,1,40,30,Proud Narwhal 493
9,47848,32667,325,199,22780,14321,43943,1,2,53,40,Thoughtful Squirrel 995
3,57955,46233,96,10,44437,5516,16770,2,1,51,56,Vibrant Artist 386
9,35835,36749,90,45,32867,11214,17126,2,2,41,21,Calm Quokka 792
3,49313,38287,416,65,25021,23050,21761,4,1,42,30,Merry Xerus 955
10,13549,21349,230,22,28622,22961,7010,3,1,31,50,Optimistic Tiger 710
6,17027,12512,391,156,44429,24851,1762,1,1,39,21,Optimistic Tiger 828
7,90449,13766,386,42,8159,5509,8531,2,1,59,21,Delightful Koala 497
6,18526,15198,473,92,18071,6414,17443,1,2,39,50,Youthful Squirrel 109
4,54190,38232,459,159,13456,26419,15214,2,2,36,40,Kind Iguana 145
7,33489,20952,329,122,21927,28042,21718,1,2,40,30,Xenial Horse 158
7,94964,28229,311,16,2017,17270,14160,3,1,52,21,Merry Rabbit 135
8,10658,44669,427,105,44186,20579,1750,2,2,25,40,Noble Wolf 469
2,23792,14648,368,30,16771,22606,34846,1,1,43,50,Optimistic Quokka 130
3,30624,47982,223,47,43127,27511,28731,4,2,40,40,Happy Artist 655
9,36763,48226,141,3,6058,5618,43765,3,2,38,21,Delightful Wolf 512
10,10549,21878,183,103,18363,17174,3031,1,2,25,30,Kind Giraffe 684
7,16313,5224,155,188,3212,1446,12768,3,1,35,30,Calm Narwhal 708
9,86693,25479,220,192,1699,10230,22461,1,1,55,50,Rational Tiger 352
3,48598,21953,493,158,10645,8086,9023,2,1,41,40,Noble Giraffe 277
4,16834,22092,455,83,34247,17708,37396,4,1,46,56,Energetic Vulture 228
3,91801,5206,152,89,12992,12951,45620,3,1,77,30,Youthful Rabbit 664
4,72635,39140,114,66,29214,1288,20253,1,1,56,56,Calm Horse 447
9,26147,37776,29,72,11934,6361,34023,3,2,37,40,Merry Narwhal 754
1,87777,19244,489,89,21953,14737,45004,4,1,73,40,Silly Jaguar 931
4,74057,2765,295,154,42468,14653,5846,4,1,67,56,Lively Wolf 797
7,99474,23802,483,57,23193,6052,32636,1,1,73,50,Rational Jaguar 809
6,8805,937,230,183,17462,13721,8240,1,2,35,56,Lively Iguana 132
9,62330,11235,80,18,14023,21832,21343,4,1,53,21,Lively Yak 560
10,26770,36567,496,196,8623,28293,17251,2,1,25,56,Noble Lion 374
3,16105,25970,72,23,17654,16077,29798,2,2,36,56,Optimistic Xerus 957
1,29706,46021,46,137,10871,806,5689,4,1,25,50,Kind Falcon 630
8,72954,9653,76,175,44946,14399,33858,2,2,75,21,Vibrant Monkey 774
6,63243,25476,374,94,20497,2789,8099,1,1,50,40,Happy Owl 751
7,32058,43081,75,73,46252,4093,41091,1,2,53,21,Lively Tiger 552
8,11360,46936,290,184,25584,6242,37402,1,2,34,56,Eager Narwhal 29
10,13258,3859,129,155,42310,26211,26417,3,2,49,40,Delightful Narwhal 504
1,61411,41695,196,8,23543,25173,43162,4,2,52,50,Happy Giraffe 760
9,48033,31464,182,42,5821,574,5293,3,2,36,40,Kind Dragon 812
10,37717,15955,238,170,19876,24234,4816,3,1,37,50,Noble Iguana 56
1,10578,2173,148,118,6816,4405,14109,2,2,35,56,Witty Dragon 490
7,49842,29413,437,97,35457,13481,47096,1,2,61,21,Silly Rabbit 532
8,27206,4350,491,97,33413,5640,47120,4,2,63,21,Brave Iguana 498
5,87487,33016,263,53,23153,25629,28479,3,1,59,21,Delightful Xerus 222
6,69706,44185,249,177,40763,2907,23566,3,1,58,21,Inventive Panda 860
9,42326,49792,302,25,25602,2828,7656,2,2,34,21,Brave Lion 376
2,92032,5744,56,43,23700,15517,24210,2,1,72,30,Lively Tiger 589
2,56346,15846,161,91,25985,899,5165,2,1,52,56,Youthful Yak 800
9,83085,42926,380,101,5255,25821,12945,3,1,41,21,Thoughtful Unicorn 200
9,59744,43519,301,137,16813,17598,10815,3,1,38,21,Inventive Squirrel 373
5,94382,15001,418,99,9032,25749,33259,4,2,65,50,Fancy Iguana 972
4,9794,39448,176,66,24201,29562,14919,4,2,22,56,Gentle Horse 520
7,78022,31653,173,98,42202,19031,12063,3,2,59,50,Xenial Xerus 924
10,5104,19787,237,179,38654,11782,26863,3,2,42,21,Youthful Bear 906
3,11621,14469,151,194,41611,18899,11562,3,2,40,56,Xenial Monkey 670
6,81005,11381,147,61,807,25002,36221,4,2,60,56,Silly Koala 471
8,72889,29652,206,124,28873,601,25984,3,1,62,56,Quiet Artist 755
10,59884,11978,240,41,19024,23699,8492,3,1,48,40,Youthful Dragon 999
10,91727,27425,321,187,32647,24665,19579,2,1,63,30,Xenial Wolf 588
10,40145,2283,190,57,49798,16515,22273,4,2,63,30,Thoughtful Falcon 787
2,1540,48474,368,27,30742,21570,43523,1,1,31,21,Lively Narwhal 427
2,8094,608,386,84,48693,11288,40554,2,1,59,30,Quiet Squirrel 796
8,72678,5022,457,55,49157,6975,11526,3,2,72,56,Noble Panda 675
4,26678,47405,366,194,5052,12765,39898,2,2,32,40,Optimistic Monkey 204
5,58931,42762,97,172,8021,20067,49998,4,1,48,30,Witty Unicorn 134
8,44523,27104,54,159,45954,28223,40396,2,1,58,30,Thoughtful Iguana 621
4,23982,31715,35,114,29036,26520,28958,1,2,38,40,Xenial Unicorn 870
10,74603,45989,138,43,19539,18013,29795,3,2,50,50,Quiet Zebra 53
4,4015,41541,175,187,1013,17724,12366,1,2,12,21,Zealous Horse 10
4,68974,30850,182,148,41744,4172,1359,1,1,55,56,Gentle Panda 983
3,75167,5812,14,107,27109,2239,36090,1,2,74,40,Eager Eagle 810
6,9268,46395,93,8,37497,13045,1222,3,1,23,50,Brave Xerus 498
5,28671,6410,36,35,41429,20652,37847,4,2,59,21,Merry Iguana 904
10,92472,8561,493,21,26396,6222,42048,1,2,81,50,Brave Squirrel 658
10,46887,17486,190,147,32171,18434,48697,4,2,62,21,Delightful Eagle 663
3,58742,916,350,103,28604,713,49204,1,1,76,30,Happy Monkey 189
10,77610,32742,299,49,19102,7824,20615,4,1,55,40,Happy Monkey 245
5,85676,8236,389,105,47184,21933,5228,3,2,69,21,Noble Rabbit 510
1,11197,31001,410,2,819,28399,47158,4,2,30,40,Silly Horse 501
8,53738,27458,204,27,23037,17319,9039,1,1,43,40,Inventive Giraffe 952
2,21437,13030,240,66,48184,8050,28759,4,2,55,50,Fancy Yak 938
9,69683,6827,15,150,16414,21575,27210,2,2,60,56,Fancy Cheetah 80
6,94480,40726,333,172,35927,29061,24582,2,2,61,50,Silly Zebra 402
3,5638,19390,120,70,4387,8709,2728,1,1,21,50,Energetic Koala 771
9,64923,12267,192,199,29824,1941,45708,2,2,73,56,Quiet Owl 850
6,64530,32977,270,95,32496,17215,4192,1,1,47,56,Youthful Vulture 768
6,42056,28265,226,153,17023,5087,7890,2,1,39,50,Energetic Wolf 146
6,63087,20198,303,151,34630,6345,1308,1,2,53,40,Brave Horse 211
2,39597,43577,480,50,39135,5625,1768,4,1,38,30,Unique Vulture 852
1,98713,35920,378,183,21071,18517,1122,2,2,53,56,Delightful Iguana 943
5,48507,15204,441,75,40198,15374,9662,4,2,53,30,Zealous Vulture 675
4,82665,8724,290,97,17090,21552,41407,2,1,70,40,Youthful Artist 694
5,93041,29246,464,105,4460,17648,10167,2,2,51,56,Witty Unicorn 318
4,74379,21524,385,136,42967,25358,42257,3,1,71,21,Quiet Bear 304
9,67833,45808,328,56,17001,25051,31594,2,1,46,21,Inventive Unicorn 31
3,70683,37931,114,98,16188,8602,5362,4,2,44,50,Lively Dragon 921
10,13798,49552,139,72,3592,12404,20630,2,1,18,30,Merry Vulture 718
9,27947,28918,140,83,24115,8043,2225,2,1,33,21,Unique Unicorn 80
7,46288,7840,131,50,37836,13441,15282,1,2,56,50,Unique Bear 972
8,42966,33775,110,39,19231,14677,29822,1,2,44,50,Jolly Vulture 697
3,17112,19497,367,111,49054,16755,47722,1,2,57,50,Optimistic Lion 438
4,32960,29169,260,100,41997,28059,47878,2,1,54,40,Eager Jaguar 64
7,71774,29203,158,153,19050,23851,39478,4,2,58,30,Thoughtful Narwhal 424
2,6346,7907,360,42,8601,5699,22565,2,2,35,56,Brave Rabbit 409
10,63668,38810,352,103,13442,4174,30028,2,2,50,50,Witty Zebra 79
2,37188,42700,325,144,15226,27331,25747,3,1,33,56,Xenial Koala 947
5,93610,48312,376,73,23897,16667,33252,3,2,60,21,Youthful Jaguar 364
8,29690,14317,113,128,41999,8406,3564,3,2,46,40,Lively Zebra 79
10,96925,30863,330,34,35032,29334,29121,4,1,67,56,Lively Zebra 484
8,85420,21602,262,152,7767,24217,40547,4,2,62,50,Gentle Lion 161
6,21870,46022,476,21,33950,722,26217,3,1,39,40,Calm Falcon 521
1,89810,41363,157,41,38874,12710,6030,3,2,57,50,Silly Giraffe 111
3,31757,27880,27,4,19351,22839,41750,1,2,44,40,Silly Rabbit 701
2,44789,30345,155,85,46347,7566,16923,4,2,53,56,Thoughtful Yak 747
3,43953,10720,322,173,12477,1967,2050,2,1,43,56,Calm Rabbit 794
4,17158,22038,436,177,8618,1920,3366,4,1,28,21,Zealous Falcon 905
5,51577,23785,73,163,29305,24791,31971,2,2,53,30,Jolly Dragon 100
10,6156,8639,157,170,38601,29843,12727,1,2,37,50,Youthful Xerus 357
7,96951,7117,499,29,377,21879,31966,2,2,66,50,Delightful Yak 654
9,42744,23731,450,181,32947,24972,34847,3,1,52,21,Happy Koala 554
2,83545,48173,82,6,19478,3504,19639,3,1,52,40,Happy Falcon 87
6,31447,17947,113,61,20731,18659,20818,3,2,42,40,Merry Yak 444
2,29426,49317,181,87,48299,25687,39868,1,1,45,56,Optimistic Cheetah 864
4,60796,31335,86,2,40314,15429,46855,1,2,65,56,Xenial Wolf 797
1,77437,27250,467,153,25811,18733,12741,4,1,54,50,Fancy Xerus 509
10,33514,42244,250,180,23370,6123,4802,3,1,31,30,Inventive Tiger 772
1,73902,28174,11,57,45349,22661,47072,4,1,72,50,Xenial Lion 394
6,11473,1809,27,45,37740,14812,10476,1,1,44,40,Xenial Lion 998
5,8280,30244,93,168,2123,24215,25031,1,1,22,30,Kind Panda 695
9,9883,7745,452,64,8999,18116,22768,1,2,34,30,Jolly Yak 323
4,28953,6997,70,23,47628,1104,5942,2,1,53,21,Kind Dragon 879
1,52627,32515,185,176,24967,7486,27390,4,2,51,56,Merry Yak 581
9,30689,8459,116,117,4322,23226,45024,3,2,47,30,Merry Dragon 276
8,30752,8556,415,7,42358,714,39525,3,2,64,50,Calm Iguana 919
6,50782,28396,455,115,37414,4919,14591,4,2,52,40,Happy Falcon 296
7,5135,12268,414,183,43348,23601,25917,1,1,43,56,Fancy Unicorn 828
8,83347,3595,236,88,37053,10389,2159,3,2,67,50,Proud Horse 53
8,57306,45527,117,12,34262,16847,2093,2,2,40,40,Inventive Vulture 499
8,12687,27648,104,62,16921,24093,27392,1,2,31,50,Lively Giraffe 762
7,97780,15604,323,76,14027,28020,31647,1,2,67,50,Brave Artist 635
3,29521,1685,254,37,2310,14837,26183,1,2,43,56,Eager Monkey 954
9,24022,41607,284,71,35122,19444,16243,3,2,34,40,Lively Unicorn 840
10,86879,44017,432,136,11497,18757,1121,4,1,42,50,Witty Cheetah 208
7,75124,31574,476,193,14138,23196,38443,2,2,56,30,Lively Dragon 6
1,49836,18722,453,154,14592,25002,43127,3,1,53,56,Delightful Horse 105
1,87930,27335,127,176,7871,20984,2897,3,1,47,21,Brave Yak 667
9,46866,7324,216,143,42250,2031,48722,3,2,74,30,Happy Monkey 224
10,3618,26373,288,10,31937,8039,27736,3,2,37,40,Merry Eagle 873
2,72460,6161,250,194,37796,1130,20084,2,2,71,30,Eager Yak 963
10,27103,667,135,149,46957,23738,25855,1,1,57,50,Proud Rabbit 989
8,33007,28887,132,91,20944,7934,43747,3,1,49,21,Inventive Squirrel 394
6,93049,23246,147,79,23932,2215,24679,4,2,69,56,Proud Jaguar 67
9,62569,11393,288,179,37916,14567,43496,4,2,72,21,Gentle Rabbit 859
2,76617,45170,283,9,7804,16087,35839,2,2,50,30,Thoughtful Unicorn 861
10,53825,24148,365,22,33686,9152,22226,3,2,55,21,Unique Dragon 619
4,59458,34360,128,45,18001,15365,29936,1,1,49,40,Kind Lion 224
3,76906,2013,466,196,18388,14299,4572,4,2,59,50,Noble Tiger 869
6,94682,15309,114,126,29950,25116,29434,3,1,71,50,Fancy Yak 76
8,71278,4478,346,127,5205,7635,2961,4,1,52,40,Fancy Eagle 598
6,3786,15321,307,44,33917,20756,27866,4,2,40,50,Brave Wolf 722
3,36342,29070,58,10,44973,9854,18598,4,2,50,56,Thoughtful Horse 864
7,77587,25581,104,30,25634,5314,16722,3,2,59,50,Silly Jaguar 183
2,4304,46582,411,192,49811,16796,6142,3,2,27,50,Brave Unicorn 836
5,88116,45599,466,9,3954,7852,49408,3,2,59,30,Noble Eagle 29
10,67584,9826,221,53,33575,5188,3659,3,2,60,21,Youthful Wolf 317
8,24478,21201,466,197,3976,27520,10864,3,1,26,50,Rational Giraffe 392
10,44203,44842,11,13,18096,27140,43358,2,2,42,30,Noble Falcon 703
9,3878,45873,279,67,47647,23449,45224,3,1,39,40,Kind Squirrel 901
8,7981,26875,421,104,986,12506,24847,2,2,25,56,Brave Eagle 902
4,55477,47990,304,110,14607,17993,4123,1,1,31,40,Happy Vulture 394
8,23467,23302,429,180,34728,2340,24885,1,2,47,56,Thoughtful Vulture 450
8,18717,47983,101,198,3653,19319,40799,3,2,27,30,Witty Narwhal 215
5,94695,44481,138,90,40919,28833,20577,2,2,61,40,Noble Horse 856
9,65641,14376,56,12,33221,16229,16925,1,2,60,30,Delightful Cheetah 877
